011100000,100010000,111110000
001110000,010001000,011111000
000111000,001000100,001111100
000011100,000100010,000111110
000001110,000010001,000011111
011010000,100101000,111111000
001101000,010010100,011111100
000110100,001001010,001111110
000011010,000100101,000111111
010110000,101001000,111111000
001011000,010100100,011111100
000101100,001010010,001111110
000010110,000101001,000111111